permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202309076123,8,otc alterations permit,2023-09-07T00:00:00.000,0853,034,188,Octavia,St,"project consists of a ti in an (e) commercial space for adventurous sports. project to include modifications to (e) layout, plumbing, lighting & hvac. new element include: lightning and outlets, millwork, plumbing, hvac and large exercise equipment.",filed,2023-09-07T14:03:54.000,2023-09-07T14:03:54.000,,5,5,283587,0,1 family dwelling,27,1 family dwelling,27,2,"M,R-2","M,R-2",3,constr type 3,3,constr type 3,6,2023-09-07T16:01:02.000,Hayes Valley,94102,in-house,Point,-122.423590243,37.773672178,N,1677779507621,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076054,8,otc alterations permit,2023-09-07T00:00:00.000,3533,007,250,Valencia,St,replace lighting on a fence with high efficiency lights. need title 24. ref 202307252934,filed,2023-09-07T08:42:27.000,2023-09-07T08:42:27.000,,3,3,40000,0,school,0,school,0,2,E,E,5,wood frame (5),5,wood frame (5),9,2023-09-07T09:14:47.000,Mission,94103,in-house,Point,-122.422908237,37.768979026,N,1677708157009,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076099,8,otc alterations permit,2023-09-07T00:00:00.000,1015,054,3838,California,St,replacement of existing rooftop generator on the existing equipment concrete pad. not visible from the street.,filed,2023-09-07T12:17:25.000,2023-09-07T12:17:25.000,,8,8,75000,0,animal sale or care,,animal sale or care,,2,B,B,2,constr type 2,2,constr type 2,2,2023-09-07T14:44:31.000,Presidio Heights,94118,in-house,Point,-122.457598032,37.786185641,N,1677754347224,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076126,8,otc alterations permit,2023-09-07T00:00:00.000,2989B,027A,163,West Portal,Av,core and shell alterations to include: merge 2 e commercial spaces to become 1. voluntary seismic upgrades. new interior support areas and storage. new accessible restroom. new accessible dbl entry doors,filed,2023-09-07T14:23:57.000,2023-09-07T14:23:57.000,,2,2,108000,0,retail sales,0,retail sales,0,2,"B,M","B,M",5,wood frame (5),5,wood frame (5),7,2023-09-07T14:55:14.000,West of Twin Peaks,94127,in-house,Point,-122.467433523,37.738953049,N,1677783149116,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076044,8,otc alterations permit,2023-09-07T00:00:00.000,2401,037,1445,Taraval,St,reroofing,issued,2023-09-07T09:10:36.000,2023-09-07T08:09:17.000,2023-09-07T09:10:36.000,2,2,25800,25800,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-09-07T08:58:52.000,Sunset/Parkside,94116,in-house,Point,-122.4818267,37.742532697,N,1677696134528,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076093,8,otc alterations permit,2023-09-07T00:00:00.000,1267,013,122,Carl,St,unit 2: remodel existing full bathroom in kind. no change to floor layout. no wall layout change. no structural work.,issued,2023-09-07T13:28:16.000,2023-09-07T12:06:12.000,2023-09-07T13:28:16.000,4,4,12000,20550,apartments,7,apartments,7,0,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-09-07T13:16:55.000,Haight Ashbury,94117,in-house,Point,-122.450774573,37.765982749,N,1677747491340,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076080,8,otc alterations permit,2023-09-07T00:00:00.000,0970,019,3515,Pacific,Av,"addendum revision to 201907267098-s1. se & sw corners of rear yard, se corner: relocation one of solid pier/reconfig of retaining wall, reconfig of low landscaping wall. sw corner: reconfig of top landscaping & steps dow to landing",filed,2023-09-07T11:03:34.000,2023-09-07T11:03:34.000,,,3,8000,0,vacant lot,,1 family dwelling,1,2,R-3,R-3,,,5,wood frame (5),2,2023-09-07T11:24:39.000,Presidio Heights,94118,in-house,Point,-122.452994,37.790701587,N,167773385566,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076051,8,otc alterations permit,2023-09-07T00:00:00.000,1659,041,718,17th,Av,to obtain final inspection for work approved under pa# 201411040618. all work is complete.,issued,2023-09-07T08:35:44.000,2023-09-07T08:32:13.000,2023-09-07T08:35:44.000,2,2,1,1,1 family dwelling,1,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-07T08:33:21.000,Outer Richmond,94118,in-house,Point,-122.47539856,37.774424581,N,1677704108906,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076052,8,otc alterations permit,2023-09-07T00:00:00.000,4103,035,615,Mississippi,St,revision to pa# 202307031376; to provide voluntary strengthening to the (e) structure,filed,2023-09-07T08:34:07.000,2023-09-07T08:34:07.000,,3,3,2500,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),10,2023-09-07T09:05:38.000,Potrero Hill,94107,in-house,Point,-122.393904073,37.758742667,N,1677705170794,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076113,8,otc alterations permit,2023-09-07T00:00:00.000,3651,022,3848,24th,St,to comply with abe programd install automatic door open with push plates abe#2002003132626,filed,2023-09-07T13:26:08.000,2023-09-07T13:26:08.000,,3,3,2500,0,retail sales,4,retail sales,4,0,"R-2,M","R-2,M",5,wood frame (5),5,wood frame (5),8,2023-09-07T14:18:13.000,Noe Valley,94114,in-house,Point,-122.428413935,37.751827173,N,1677769164031,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076108,8,otc alterations permit,2023-09-07T00:00:00.000,1239,018,204,Divisadero,St,"replace approx 60'0"" of brick foundation with reinforced concrete.",filed,2023-09-07T12:47:45.000,2023-09-07T12:47:45.000,,3,3,20000,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-09-07T12:48:19.000,Haight Ashbury,94117,in-house,Point,-122.436570201,37.770574902,N,1677763240852,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076088,8,otc alterations permit,2023-09-07T00:00:00.000,1728,001A,1207,22nd,Av,"window replacement. remove old wooden frame, single pan, souble hung and replace with new wooden frame, alum clad, double pane, double hung and picture fixed window. all street side facing windows with grills.",issued,2023-09-07T12:45:16.000,2023-09-07T11:28:02.000,2023-09-07T12:45:16.000,2,2,19000,19000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-09-07T12:42:57.000,Sunset/Parkside,94122,in-house,Point,-122.480716634,37.765063712,N,1677741111871,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076104,8,otc alterations permit,2023-09-07T00:00:00.000,1423,024,282,11th,Av,reroofing,issued,2023-09-07T15:42:12.000,2023-09-07T12:36:57.000,2023-09-07T15:42:12.000,3,3,18900,18900,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-07T15:38:59.000,Inner Richmond,94118,in-house,Point,-122.469467341,37.78306672,N,1677759242307,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076035,8,otc alterations permit,2023-09-07T00:00:00.000,4991A,008,100,Seal Cove,Tr,"maintence of existing exterior walls, stucco, waterproof, roof maintenance all repairs to be done same and in kind of existing. not street visible.",issued,2023-09-07T08:48:53.000,2023-09-07T07:43:10.000,2023-09-07T08:48:53.000,3,3,35000,35000,apartments,4,apartments,4,0,R-2,R-2,3,constr type 3,3,constr type 3,10,2023-09-07T08:34:30.000,Bayview Hunters Point,94134,in-house,Point,-122.394575128,37.711542063,N,1677685500874,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076118,8,otc alterations permit,2023-09-07T00:00:00.000,3518,011,272,09th,St,units #3 and #23: replace kitchen cabinets with new. install new countertops. install new vinyl flooring throughout. replace bathroom tile. floor and shower. no wall modification no change in fixtures location. scope of work the same for both units.,issued,2023-09-07T15:08:44.000,2023-09-07T13:55:14.000,2023-09-07T15:08:44.000,3,3,60000,122000,apartments,24,apartments,24,0,R-2,R-2,5,wood frame (5),5,wood frame (5),6,2023-09-07T15:06:20.000,South of Market,94103,in-house,Point,-122.412246663,37.773908211,N,1677774156597,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076055,8,otc alterations permit,2023-09-07T00:00:00.000,0566,024,2000,Broadway,,"as-builts resubmittal, ref pa# 202303314787, per sffd addition of 54 devices added and total by sffd/sfed inspctors.",issued,2023-09-07T09:41:06.000,2023-09-07T08:50:37.000,2023-09-07T09:41:06.000,12,12,10000,39000,apartments,221,apartments,221,2,"R-2,S-2","R-2,S-2",1,constr type 1,1,constr type 1,2,2023-09-07T09:39:54.000,Pacific Heights,94123,in-house,Point,-122.430410767,37.795191301,N,1677709235446,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309076124,8,otc alterations permit,2023-09-07T00:00:00.000,0045,038,2555,Leavenworth,St,add a metal gate at fire escape on 1st floor (1/f). not visible from public street.,filed,2023-09-07T14:09:19.000,2023-09-07T14:09:19.000,,3,3,1500,0,apartments,23,apartments,23,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-09-07T14:13:52.000,Russian Hill,94109,in-house,Point,-122.41871,37.80469,N,1677781230679,Y,eas_address_point,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076126,8,otc alterations permit,2023-09-07T00:00:00.000,2989B,027A,167,West Portal,Av,core and shell alterations to include: merge 2 e commercial spaces to become 1. voluntary seismic upgrades. new interior support areas and storage. new accessible restroom. new accessible dbl entry doors,filed,2023-09-07T14:23:57.000,2023-09-07T14:23:57.000,,2,2,108000,0,retail sales,0,retail sales,0,2,"B,M","B,M",5,wood frame (5),5,wood frame (5),7,2023-09-07T14:55:14.000,West of Twin Peaks,94127,in-house,Point,-122.467433523,37.738953049,N,1677784370162,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076052,8,otc alterations permit,2023-09-07T00:00:00.000,4103,035,617,Mississippi,St,revision to pa# 202307031376; to provide voluntary strengthening to the (e) structure,filed,2023-09-07T08:34:07.000,2023-09-07T08:34:07.000,,3,3,2500,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),10,2023-09-07T09:05:38.000,Potrero Hill,94107,in-house,Point,-122.393904073,37.758742667,N,1677706388549,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076071,8,otc alterations permit,2023-09-07T00:00:00.000,1173,024,48,Hemway,Tr,voluntary seismic improvements to base soft story for 2-unit bldg per chapter 34b of sf bldg code per iebc appendix a4,filed,2023-09-07T10:22:03.000,2023-09-07T10:22:03.000,,4,4,45000,0,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-07T10:25:25.000,Lone Mountain/USF,94117,in-house,Point,-122.44809807,37.776408795,N,1677724254444,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076035,8,otc alterations permit,2023-09-07T00:00:00.000,4991A,005,106,Seal Cove,Tr,"maintence of existing exterior walls, stucco, waterproof, roof maintenance all repairs to be done same and in kind of existing. not street visible.",issued,2023-09-07T08:48:53.000,2023-09-07T07:43:10.000,2023-09-07T08:48:53.000,3,3,35000,35000,apartments,4,apartments,4,0,R-2,R-2,3,constr type 3,3,constr type 3,10,2023-09-07T08:34:30.000,Bayview Hunters Point,94134,in-house,Point,-122.394575128,37.711542063,N,1677686500871,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076053,8,otc alterations permit,2023-09-07T00:00:00.000,2696,034,4131,19th,St,system replacement & new lf horns to meet sffc 2022 1103.7.6.1,filed,2023-09-07T08:39:58.000,2023-09-07T08:39:58.000,,3,3,18200,0,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-09-07T09:03:19.000,Castro/Upper Market,94114,in-house,Point,-122.435492683,37.758976143,N,1677707245884,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202309076066,8,otc alterations permit,2023-09-07T00:00:00.000,1598,034,744,47th,Av,old shingles will be removed from the front wall and replaced with new ones. the t-i-ii 4x8 siding in the back wall will be repaired.,issued,2023-09-07T11:01:33.000,2023-09-07T09:53:32.000,2023-09-07T11:01:33.000,2,2,25000,25000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-07T10:57:59.000,Outer Richmond,94121,in-house,Point,-122.507635448,37.774380622,N,1677720106081,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076129,8,otc alterations permit,2023-09-07T00:00:00.000,7517,425,55,Red Rock,Wy,"replacement of cabinets: retiling of bathroom and kitchen floors, removal of carpet and replacing w/ hardwood and bathroom retile and vanity replacement.",issued,2023-09-07T15:09:20.000,2023-09-07T14:36:56.000,2023-09-07T15:09:20.000,4,4,10000,50000,apartments,36,apartments,36,0,R-2,R-2,5,wood frame (5),5,wood frame (5),8,2023-09-07T15:06:53.000,Noe Valley,94131,in-house,Point,-122.4410797,37.746034862,N,1677788227282,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,105,,,O,,,
202309076103,8,otc alterations permit,2023-09-07T00:00:00.000,4173,001,2565,03rd,St,"verizon will install 9 new antennas in 3 sectors, 12 new radio units in 3 sectors, all sectors will be screened by frp to match bldg, 4 new surge suppressors, 1 meter panel in (e) electrical rm, 1 step down transformer, 1 ppc distribution panel, 3 new hybrid cables 1 per sector, 1 gen plug, 1 gps",filed,2023-09-07T12:32:23.000,2023-09-07T12:32:23.000,,3,3,330000,0,manufacturing,,manufacturing,,2,"B,M,F-2,A-2","B,M,F-2,A-2",2,constr type 2,2,constr type 2,10,2023-09-07T13:19:36.000,Potrero Hill,94107,in-house,Point,-122.387648965,37.756717319,N,1677758373746,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076079,8,otc alterations permit,2023-09-07T00:00:00.000,0971,013,3477,Pacific,Av,remove existing bathtub and replace with a new walk in tub of same or less weight. hook up to existing plumbing. add a gfi circuit 20 amps. no other changes. no change to wall layout. no change to floor layout. no structural work.,issued,2023-09-07T12:21:23.000,2023-09-07T11:02:04.000,2023-09-07T12:21:23.000,3,3,19000,19000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-09-07T12:12:02.000,Presidio Heights,94118,in-house,Point,-122.45219736,37.790831736,N,167773285584,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076064,8,otc alterations permit,2023-09-07T00:00:00.000,3773,200A,570,Beale,St,"dish wireless - remove 6(e) sprint antennas, 2(e) sprint cabinets & assoicated equipment; install 3 (n) dish antennas, 6(n) rrus, 1(n) cabinet; use (3) frp screening; no proposed batteries; install (n) electrical panel",filed,2023-09-07T09:45:48.000,2023-09-07T09:45:48.000,,4,4,115000,115000,apartments,110,apartments,110,2,R-2,R-2,5,wood frame (5),5,wood frame (5),6,2023-09-07T13:35:30.000,Financial District/South Beach,94107,in-house,Point,-122.389318304,37.785375877,N,1677718471166,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076127,8,otc alterations permit,2023-09-07T00:00:00.000,1428,014,265,05th,Av,remove and replace windows on front two bays in kind. max u factor 0.30. remove and replace stucco as needed due to dryrot. re-stucco and paint.,issued,2023-09-07T15:29:23.000,2023-09-07T14:32:23.000,2023-09-07T15:29:23.000,3,3,20000,20000,apartments,3,,3,0,R-2,R-2,5,wood frame (5),5,wood frame (5),1,2023-09-07T15:26:03.000,Inner Richmond,94118,in-house,Point,-122.46372406,37.783601459,N,1677785242374,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076087,8,otc alterations permit,2023-09-07T00:00:00.000,0976,060,2998,Jackson,St,unit #2: remodel existing 1548 sqft unit residence in a 3-unit building.,filed,2023-09-07T11:27:41.000,2023-09-07T11:27:41.000,,3,3,85000,0,apartments,3,apartments,3,2,R-2,R-2,5,wood frame (5),5,wood frame (5),2,2023-09-07T11:29:15.000,Pacific Heights,94115,in-house,Point,-122.444331137,37.791379375,N,167774285750,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,2,,,,,,
202309076135,8,otc alterations permit,2023-09-07T00:00:00.000,0931,005,3233,Broderick,St,reroofing,filed,2023-09-07T15:28:02.000,2023-09-07T15:28:02.000,,3,3,26500,26500,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-09-07T15:33:18.000,Marina,94123,in-house,Point,-122.444959227,37.800185229,N,167779684528,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076134,3,additions alterations or repairs,2023-09-07T00:00:00.000,0061,001C,225,Chestnut,St,"response to sf planning notice of violation (#2021-007096enf). consolidate previously issued permits (#2012-0104-1711, 2012-0518-0809, 2012-0911-9462, 2016-809-4586, 2017-1107-3317 & 2018-0320-4094)as well as legalize additional un-permitted work done by previous owner(s),",filed,2023-09-07T15:24:30.000,2023-09-07T15:24:30.000,,4,4,1,,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-09-07T15:40:07.000,North Beach,94133,in-house,Point,-122.407120195,37.80422519,N,1677794293120,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309076119,8,otc alterations permit,2023-09-07T00:00:00.000,1421,051,222,Funston,Av,repair penthouse walls- water leak. we will do demolition or extg stucco and re waterproof everything again and apply 3 new coats of stucco.,issued,2023-09-07T15:06:03.000,2023-09-07T13:58:18.000,2023-09-07T15:06:03.000,3,3,35000,35000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-07T14:59:01.000,Inner Richmond,94118,in-house,Point,-122.471687923,37.784005433,N,1677775472219,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202309076114,8,otc alterations permit,2023-09-07T00:00:00.000,6942,044,264,Granada,Av,reroofing,issued,2023-09-07T15:16:48.000,2023-09-07T13:28:07.000,2023-09-07T15:16:48.000,2,2,20000,20000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-09-07T15:14:37.000,Oceanview/Merced/Ingleside,94112,in-house,Point,-122.456850586,37.723196473,N,1677770214827,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076090,8,otc alterations permit,2023-09-07T00:00:00.000,2435,024,2546,35th,Av,"1st fl. add 3 bedrooms, 2 full bath, office and media 2nd fl. remodel kitchen and bathroom, add 1 full bath  infill court yard replace new garage door (wood)",filed,2023-09-07T11:32:38.000,2023-09-07T11:32:38.000,,2,2,280000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-09-07T11:55:27.000,Sunset/Parkside,94116,in-house,Point,-122.492314747,37.73955015,N,1677744136008,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202309076098,8,otc alterations permit,2023-09-07T00:00:00.000,2504A,024,2720,36th,Av,2nd fl: replace kitchen cabinets & counters (no fixture count change),filed,2023-09-07T12:16:12.000,2023-09-07T12:16:12.000,,2,2,12000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-09-07T12:19:01.000,Sunset/Parkside,94116,in-house,Point,-122.49319761,37.736295524,N,1677751138105,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
